Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	SignalP_secretion_signal
Q#59 - WP_094218176.1	specific	199215	839	932	8.04285e-30	114.737	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#59 - WP_094218176.1	specific	214749	536	614	4.12846e-05	43.3805	smart00632	Aamy_C	 - 	cl02706	Yes
Q#59 - WP_094218176.1	superfamily	476817	151	320	0.00097941	43.9093	cl38930	AmyAc_family superfamily	NC	 - 	Yes
Q#60 - WP_062718796.1	superfamily	273974	950	1806	0.0	1014.36	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#60 - WP_062718796.1	specific	200478	61	530	1.41599e-146	455.559	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#60 - WP_062718796.1	specific	461022	735	831	7.19841e-34	125.946	pfam03714	PUD	 - 	cl47835	Yes
Q#60 - WP_062718796.1	specific	461022	845	937	1.45841e-30	116.702	pfam03714	PUD	 - 	cl47835	Yes
Q#60 - WP_062718796.1	specific	426991	542	619	3.35645e-05	44.2526	pfam02806	Alpha-amylase_C	 - 	cl02706	Yes
Q#61 - WP_145869704.1	specific	200456	32	373	3.23281e-179	504.019	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#61 - WP_145869704.1	specific	214749	379	453	3.50064e-27	103.857	smart00632	Aamy_C	 - 	cl02706	Yes
Q#62 - WP_005478441.1	superfamily	273974	952	1805	0.0	1006.66	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#62 - WP_005478441.1	specific	200478	64	533	1.0612e-143	447.855	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#62 - WP_005478441.1	specific	461022	739	835	3.3268e-29	112.85	pfam03714	PUD	 - 	cl47835	Yes
Q#62 - WP_005478441.1	specific	199215	847	939	4.12453e-28	109.729	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#62 - WP_005478441.1	specific	214749	542	620	3.33977e-05	43.7657	smart00632	Aamy_C	 - 	cl02706	Yes
Q#63 - WP_150490114.1	superfamily	273974	915	1767	0.0	1006.66	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#63 - WP_150490114.1	specific	200478	52	513	4.9586e-143	445.544	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#63 - WP_150490114.1	specific	461022	811	901	8.77357e-29	111.309	pfam03714	PUD	 - 	cl47835	Yes
Q#63 - WP_150490114.1	specific	199215	715	800	3.08537e-17	78.5281	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#64 - WP_030548623.1	specific	200456	41	382	8.89342e-177	502.478	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#64 - WP_030548623.1	specific	99883	479	573	1.90346e-47	160.608	cd05808	CBM20_alpha_amylase	 - 	cl15347	Yes
Q#64 - WP_030548623.1	specific	214749	388	464	2.93804e-29	110.405	smart00632	Aamy_C	 - 	cl02706	Yes
Q#65 - WP_073722313.1	superfamily	273974	948	1803	0.0	1029.0	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#65 - WP_073722313.1	specific	200478	61	530	1.24692e-145	452.863	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#65 - WP_073722313.1	specific	199215	734	833	8.09735e-34	125.908	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#65 - WP_073722313.1	specific	199215	843	935	5.37111e-32	120.9	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#65 - WP_073722313.1	specific	214749	539	617	3.92678e-07	49.1585	smart00632	Aamy_C	 - 	cl02706	Yes
Q#66 - WP_176143476.1	specific	200456	40	381	1.6094399999999999e-173	494.004	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#66 - WP_176143476.1	specific	99883	482	577	6.22842e-44	151.363	cd05808	CBM20_alpha_amylase	 - 	cl15347	Yes
Q#66 - WP_176143476.1	specific	214749	387	463	4.96243e-29	110.02	smart00632	Aamy_C	 - 	cl02706	Yes
Q#67 - WP_042173505.1	superfamily	273974	961	1809	0.0	1011.67	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#67 - WP_042173505.1	specific	200478	65	534	1.9017800000000002e-141	441.692	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#67 - WP_042173505.1	specific	199215	743	842	1.71788e-33	125.137	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#67 - WP_042173505.1	specific	461022	852	944	6.40193e-30	114.776	pfam03714	PUD	 - 	cl47835	Yes
Q#67 - WP_042173505.1	specific	426991	549	628	0.00166896	39.245	pfam02806	Alpha-amylase_C	 - 	cl02706	Yes
Q#68 - WP_189892347.1	specific	200456	33	374	2.8284500000000004e-178	501.708	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#68 - WP_189892347.1	specific	214749	380	454	2.63304e-27	104.242	smart00632	Aamy_C	 - 	cl02706	Yes
Q#69 - WP_185014810.1	specific	200456	32	373	5.679069999999999e-175	493.234	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#69 - WP_185014810.1	specific	214749	379	453	9.680950000000001e-29	108.094	smart00632	Aamy_C	 - 	cl02706	Yes
Q#70 - WP_241746120.1	superfamily	273974	44	880	0.0	938.093	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#71 - WP_268257552.1	specific	200478	61	527	1.44077e-150	449.011	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#71 - WP_268257552.1	specific	461022	732	828	6.34705e-31	116.702	pfam03714	PUD	 - 	cl47835	Yes
Q#71 - WP_268257552.1	specific	199215	840	932	1.22821e-29	113.196	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#71 - WP_268257552.1	superfamily	476817	151	320	6.36144e-05	46.6057	cl38930	AmyAc_family superfamily	NC	 - 	Yes
Q#71 - WP_268257552.1	specific	214749	536	613	0.000247075	40.6841	smart00632	Aamy_C	 - 	cl02706	Yes
Q#72 - WP_161270022.1	superfamily	273974	948	1802	0.0	1001.65	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#72 - WP_161270022.1	specific	200478	61	530	5.50093e-144	448.626	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#72 - WP_161270022.1	specific	199215	734	833	6.473130000000001e-34	126.293	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#72 - WP_161270022.1	specific	199215	842	934	1.32444e-31	119.744	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#72 - WP_161270022.1	specific	426991	549	618	0.000193987	41.9414	pfam02806	Alpha-amylase_C	 - 	cl02706	Yes
Q#73 - WP_084996615.1	specific	200478	367	904	3.95021e-120	371.201	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#73 - WP_084996615.1	specific	367491	153	257	2.36021e-36	132.61	pfam03423	CBM_25	 - 	cl23798	Yes
Q#73 - WP_084996615.1	superfamily	476817	408	644	2.2548300000000002e-26	112.676	cl38930	AmyAc_family superfamily	C	 - 	Yes
Q#73 - WP_084996615.1	specific	367491	58	147	1.3524400000000001e-18	81.7635	pfam03423	CBM_25	 - 	cl23798	Yes
Q#73 - WP_084996615.1	superfamily	442628	257	443	1.50139e-11	68.4904	cl27307	FN3 superfamily	N	 - 	Yes
Q#74 - WP_030325431.1	superfamily	273974	950	1799	0.0	1002.81	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#74 - WP_030325431.1	specific	200478	61	528	2.09787e-148	460.567	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#74 - WP_030325431.1	specific	199215	732	825	2.3248600000000002e-32	121.67	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#74 - WP_030325431.1	specific	461022	841	933	4.31401e-31	118.242	pfam03714	PUD	 - 	cl47835	Yes
Q#74 - WP_030325431.1	specific	426991	543	617	0.00328233	38.4746	pfam02806	Alpha-amylase_C	 - 	cl02706	Yes
Q#75 - WP_093767895.1	specific	200456	32	373	0.0	509.412	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#75 - WP_093767895.1	specific	214749	379	453	5.6403e-29	108.864	smart00632	Aamy_C	 - 	cl02706	Yes
Q#76 - WP_171156925.1	superfamily	273974	945	1798	0.0	1010.51	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#76 - WP_171156925.1	specific	200478	61	526	7.86269e-147	456.33	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#76 - WP_171156925.1	specific	199215	731	830	1.1882900000000001e-32	122.826	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#76 - WP_171156925.1	specific	199215	839	932	1.10778e-30	117.048	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#76 - WP_171156925.1	specific	214749	536	613	2.43054e-05	44.1509	smart00632	Aamy_C	 - 	cl02706	Yes
Q#77 - WP_161378854.1	specific	200456	41	382	2.17545e-176	501.323	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#77 - WP_161378854.1	specific	99883	480	573	2.41304e-41	144.429	cd05808	CBM20_alpha_amylase	 - 	cl15347	Yes
Q#77 - WP_161378854.1	specific	214749	388	464	3.58089e-30	113.102	smart00632	Aamy_C	 - 	cl02706	Yes
Q#78 - WP_030630919.1	specific	200456	35	372	7.35493e-156	444.698	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#78 - WP_030630919.1	specific	214749	378	458	6.488399999999999e-28	105.783	smart00632	Aamy_C	 - 	cl02706	Yes
Q#79 - WP_031093814.1	superfamily	273974	913	1767	0.0	1002.42	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#79 - WP_031093814.1	specific	200478	52	511	4.925e-148	459.026	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#79 - WP_031093814.1	specific	199215	808	899	3.66158e-29	112.811	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#79 - WP_031093814.1	specific	199215	713	794	9.2513e-17	77.3725	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#79 - WP_031093814.1	superfamily	476817	142	304	1.64447e-05	49.6873	cl38930	AmyAc_family superfamily	NC	 - 	Yes
Q#80 - WP_194293898.1	specific	200456	33	374	2.0323900000000002e-176	496.7	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#80 - WP_194293898.1	specific	214749	381	454	4.7834e-28	106.168	smart00632	Aamy_C	 - 	cl02706	Yes
Q#81 - WP_164435332.1	specific	200456	41	392	1.53853e-143	421.586	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#81 - WP_164435332.1	superfamily	449530	593	685	1.52665e-36	132.103	cl15347	CBM20 superfamily	 - 	 - 	Yes
Q#81 - WP_164435332.1	superfamily	449530	491	584	2.24611e-33	123.243	cl15347	CBM20 superfamily	 - 	 - 	Yes
Q#81 - WP_164435332.1	specific	214749	399	473	8.45159e-13	64.1813	smart00632	Aamy_C	 - 	cl02706	Yes
Q#82 - WP_098024416.1	specific	200478	368	905	2.85373e-118	366.193	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#82 - WP_098024416.1	specific	367491	155	258	2.3693200000000002e-32	121.054	pfam03423	CBM_25	 - 	cl23798	Yes
Q#82 - WP_098024416.1	superfamily	476817	409	645	1.57357e-26	113.446	cl38930	AmyAc_family superfamily	C	 - 	Yes
Q#82 - WP_098024416.1	specific	198134	50	128	4.6787899999999996e-21	88.182	smart01066	CBM_25	 - 	cl23798	Yes
Q#82 - WP_098024416.1	superfamily	442628	161	360	1.15339e-10	65.4088	cl27307	FN3 superfamily	NC	 - 	Yes
Q#83 - WP_268257527.1	specific	200478	57	485	8.346619999999999e-125	367.349	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#84 - WP_189595772.1	superfamily	273974	949	1799	0.0	1020.14	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#84 - WP_189595772.1	specific	200478	61	530	4.42604e-146	454.019	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#84 - WP_189595772.1	specific	199215	735	834	2.19872e-33	124.752	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#84 - WP_189595772.1	specific	199215	843	936	2.19124e-30	116.278	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#84 - WP_189595772.1	specific	426991	549	621	3.9509e-05	43.8674	pfam02806	Alpha-amylase_C	 - 	cl02706	Yes
Q#85 - WP_019432960.1(Warning: this sequence record may be obsolete or preliminary)	specific	200456	39	382	2.8267999999999997e-178	501.708	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#85 - WP_019432960.1(Warning: this sequence record may be obsolete or preliminary)	specific	214749	388	464	8.65478e-28	105.398	smart00632	Aamy_C	 - 	cl02706	Yes
Q#86 - WP_030755217.1	specific	200456	34	375	5.53892e-171	487.456	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#86 - WP_030755217.1	specific	99883	478	569	7.707409999999999e-49	164.46	cd05808	CBM20_alpha_amylase	 - 	cl15347	Yes
Q#86 - WP_030755217.1	specific	214749	381	440	3.83513e-23	93.4564	smart00632	Aamy_C	C	cl02706	Yes
Q#87 - WP_037883005.1	specific	200478	364	901	3.9646200000000003e-119	368.504	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#87 - WP_037883005.1	specific	367491	150	254	4.89441e-33	122.98	pfam03423	CBM_25	 - 	cl23798	Yes
Q#87 - WP_037883005.1	superfamily	476817	405	641	6.20271e-25	108.439	cl38930	AmyAc_family superfamily	C	 - 	Yes
Q#87 - WP_037883005.1	specific	367491	48	142	2.67119e-22	92.549	pfam03423	CBM_25	 - 	cl23798	Yes
Q#87 - WP_037883005.1	superfamily	442628	250	440	3.87833e-09	60.4012	cl27307	FN3 superfamily	N	 - 	Yes
Q#88 - WP_029182012.1	superfamily	273974	916	1769	0.0	963.902	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#88 - WP_029182012.1	specific	200478	52	514	3.65449e-149	462.108	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#88 - WP_029182012.1	specific	199215	811	902	2.10811e-26	104.722	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#88 - WP_029182012.1	superfamily	476817	140	239	0.00476461	41.3264	cl38930	AmyAc_family superfamily	C	 - 	Yes
Q#89 - WP_075200348.1	superfamily	273974	46	884	0.0	946.953	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#90 - WP_031153205.1	specific	200456	37	383	3.62015e-171	487.841	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#90 - WP_031153205.1	specific	99883	477	569	2.5677e-45	154.83	cd05808	CBM20_alpha_amylase	 - 	cl15347	Yes
Q#90 - WP_031153205.1	specific	214749	390	465	3.8761599999999998e-31	115.798	smart00632	Aamy_C	 - 	cl02706	Yes
Q#91 - WP_190225152.1	superfamily	273974	906	1760	0.0	1004.73	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#91 - WP_190225152.1	specific	200478	49	509	7.26321e-144	447.855	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#91 - WP_190225152.1	specific	199215	801	893	8.59289e-30	114.352	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#91 - WP_190225152.1	specific	199215	707	791	2.93751e-16	75.8317	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#92 - WP_175432185.1	specific	200456	31	372	2.49159e-175	494.004	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#92 - WP_175432185.1	specific	214749	378	452	4.7014899999999995e-27	103.472	smart00632	Aamy_C	 - 	cl02706	Yes
Q#93 - WP_015660914.1	specific	200456	43	394	3.82595e-137	405.408	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#93 - WP_015660914.1	superfamily	449530	596	688	7.7398e-36	130.177	cl15347	CBM20 superfamily	 - 	 - 	Yes
Q#93 - WP_015660914.1	superfamily	449530	494	587	4.82873e-33	122.088	cl15347	CBM20 superfamily	 - 	 - 	Yes
Q#93 - WP_015660914.1	specific	214749	400	475	2.41135e-12	63.0257	smart00632	Aamy_C	 - 	cl02706	Yes
Q#94 - WP_057665635.1	specific	200456	35	372	1.0213100000000001e-154	441.617	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#94 - WP_057665635.1	specific	214749	378	458	3.7477999999999996e-28	106.553	smart00632	Aamy_C	 - 	cl02706	Yes
Q#95 - WP_215214555.1	specific	200456	32	373	3.75054e-180	506.33	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#95 - WP_215214555.1	specific	214749	379	453	1.2876500000000001e-28	107.709	smart00632	Aamy_C	 - 	cl02706	Yes
Q#96 - WP_063735712.1	specific	200456	37	378	1.64649e-170	482.063	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#96 - WP_063735712.1	specific	214749	384	460	6.06213e-31	114.257	smart00632	Aamy_C	 - 	cl02706	Yes
Q#97 - WP_030859231.1	specific	200456	32	373	0.0	511.338	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#97 - WP_030859231.1	specific	214749	379	453	6.430219999999999e-27	103.086	smart00632	Aamy_C	 - 	cl02706	Yes
Q#98 - WP_223284034.1	specific	200456	42	388	6.54839e-156	453.173	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#98 - WP_223284034.1	specific	99883	591	683	2.9499699999999997e-45	156.37	cd05808	CBM20_alpha_amylase	 - 	cl15347	Yes
Q#98 - WP_223284034.1	specific	214749	395	481	3.62033e-33	121.961	smart00632	Aamy_C	 - 	cl02706	Yes
Q#98 - WP_223284034.1	specific	367491	487	583	6.457670000000001e-24	96.401	pfam03423	CBM_25	 - 	cl23798	Yes
Q#99 - WP_037805315.1	specific	200478	61	530	2.14944e-146	447.085	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#99 - WP_037805315.1	superfamily	273974	949	1319	1.5329299999999999e-116	386.488	cl37055	pullul_strch superfamily	C	 - 	Yes
Q#99 - WP_037805315.1	specific	199215	735	834	2.3552e-34	127.063	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#99 - WP_037805315.1	specific	199215	843	935	1.55841e-30	116.278	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#99 - WP_037805315.1	specific	214749	539	618	4.06893e-05	42.9953	smart00632	Aamy_C	 - 	cl02706	Yes
Q#100 - WP_015576906.1	superfamily	273974	913	1767	0.0	972.761	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#100 - WP_015576906.1	specific	200478	52	511	1.9745299999999998e-144	449.396	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#100 - WP_015576906.1	specific	199215	808	899	2.0628e-27	107.803	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#100 - WP_015576906.1	specific	199215	713	798	1.69104e-16	76.6021	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#100 - WP_015576906.1	superfamily	476817	142	304	0.000110583	46.9909	cl38930	AmyAc_family superfamily	NC	 - 	Yes
Q#101 - WP_145825408.1	superfamily	273974	949	1799	0.0	994.333	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#101 - WP_145825408.1	specific	200478	61	530	5.913369999999999e-144	448.241	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#101 - WP_145825408.1	specific	199215	736	834	2.18334e-35	130.53	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#101 - WP_145825408.1	specific	199215	843	936	1.3998900000000002e-29	113.966	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#101 - WP_145825408.1	specific	426991	544	620	0.000344624	41.171	pfam02806	Alpha-amylase_C	 - 	cl02706	Yes
Q#102 - WP_190100735.1	specific	200478	365	902	8.35775e-121	372.742	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#102 - WP_190100735.1	specific	367491	151	255	1.67681e-40	144.551	pfam03423	CBM_25	 - 	cl23798	Yes
Q#102 - WP_190100735.1	specific	198134	45	125	1.7371400000000002e-23	95.1155	smart01066	CBM_25	 - 	cl23798	Yes
Q#102 - WP_190100735.1	superfamily	476817	406	642	9.84249e-15	77.7844	cl38930	AmyAc_family superfamily	C	 - 	Yes
Q#102 - WP_190100735.1	superfamily	442628	255	369	1.573e-11	68.1052	cl27307	FN3 superfamily	NC	 - 	Yes
Q#103 - WP_200711630.1	specific	200456	43	395	1.24805e-146	429.676	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#103 - WP_200711630.1	superfamily	449530	598	690	1.39627e-35	129.406	cl15347	CBM20 superfamily	 - 	 - 	Yes
Q#103 - WP_200711630.1	superfamily	449530	496	589	8.66257e-32	118.621	cl15347	CBM20 superfamily	 - 	 - 	Yes
Q#103 - WP_200711630.1	specific	214749	402	477	5.93956e-11	58.7885	smart00632	Aamy_C	 - 	cl02706	Yes
Q#104 - WP_189851082.1	specific	200456	34	375	1.17702e-170	482.063	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#104 - WP_189851082.1	specific	214749	382	457	3.73542e-20	84.2116	smart00632	Aamy_C	 - 	cl02706	Yes
Q#105 - WP_010037051.1	superfamily	273974	960	1810	0.0	1007.43	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#105 - WP_010037051.1	specific	200478	61	530	1.72029e-144	449.781	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#105 - WP_010037051.1	specific	199215	746	845	2.0491e-34	127.834	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#105 - WP_010037051.1	specific	199215	854	947	6.35727e-31	117.818	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#105 - WP_010037051.1	specific	426991	545	619	0.000378615	41.171	pfam02806	Alpha-amylase_C	 - 	cl02706	Yes
Q#106 - WP_190146663.1	specific	200456	37	368	1.7064e-158	451.247	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#106 - WP_190146663.1	specific	214749	374	454	3.90566e-29	109.25	smart00632	Aamy_C	 - 	cl02706	Yes
Q#107 - WP_037639181.1	superfamily	273974	957	1799	0.0	988.169	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#107 - WP_037639181.1	specific	200478	61	530	5.78636e-145	451.322	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#107 - WP_037639181.1	specific	199215	738	834	2.26242e-33	124.752	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#107 - WP_037639181.1	specific	199215	843	936	1.02672e-30	117.048	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#107 - WP_037639181.1	specific	426991	544	620	0.000862506	40.4006	pfam02806	Alpha-amylase_C	 - 	cl02706	Yes
Q#108 - WP_030341030.1	superfamily	273974	946	1799	0.0	1021.3	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#108 - WP_030341030.1	specific	200478	62	528	1.08274e-145	453.248	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#108 - WP_030341030.1	specific	461022	733	829	1.4558400000000002e-32	122.094	pfam03714	PUD	 - 	cl47835	Yes
Q#108 - WP_030341030.1	specific	199215	840	932	3.16755e-30	115.892	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#108 - WP_030341030.1	specific	426991	547	617	0.00096967	40.0154	pfam02806	Alpha-amylase_C	 - 	cl02706	Yes
Q#109 - WP_037927187.1	specific	200456	37	383	6.59474e-171	487.07	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#109 - WP_037927187.1	specific	99883	477	569	1.22203e-44	152.904	cd05808	CBM20_alpha_amylase	 - 	cl15347	Yes
Q#109 - WP_037927187.1	specific	214749	390	465	1.7327999999999998e-28	108.479	smart00632	Aamy_C	 - 	cl02706	Yes
Q#110 - WP_106983241.1	superfamily	273974	933	1782	0.0	969.68	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#110 - WP_106983241.1	specific	200478	49	518	6.55603e-143	445.159	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#110 - WP_106983241.1	specific	461022	720	812	1.69711e-31	119.398	pfam03714	PUD	 - 	cl47835	Yes
Q#110 - WP_106983241.1	specific	199215	828	920	6.55113e-29	112.04	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#111 - WP_159708098.1	superfamily	273974	949	1803	0.0	1001.65	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#111 - WP_159708098.1	specific	200478	66	530	6.0864e-137	428.981	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#111 - WP_159708098.1	specific	199215	734	833	3.49955e-32	121.285	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#111 - WP_159708098.1	specific	199215	843	935	3.56112e-30	115.507	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#111 - WP_159708098.1	superfamily	476817	154	322	0.000612037	44.2945	cl38930	AmyAc_family superfamily	NC	 - 	Yes
Q#111 - WP_159708098.1	specific	214749	544	616	0.00346259	37.9877	smart00632	Aamy_C	 - 	cl02706	Yes
Q#112 - WP_093550792.1	specific	200478	365	902	1.05669e-115	359.26	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#112 - WP_093550792.1	specific	367491	156	253	1.98943e-34	127.217	pfam03423	CBM_25	 - 	cl23798	Yes
Q#112 - WP_093550792.1	specific	198134	44	124	2.72168e-22	91.6488	smart01066	CBM_25	 - 	cl23798	Yes
Q#112 - WP_093550792.1	superfamily	476817	406	642	1.48706e-14	77.1117	cl38930	AmyAc_family superfamily	C	 - 	Yes
Q#112 - WP_093550792.1	specific	238020	260	330	5.37472e-05	42.8687	cd00063	FN3	 - 	cl21522	Yes
Q#113 - WP_073747580.1	superfamily	273974	913	1765	0.0	978.925	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#113 - WP_073747580.1	specific	200478	52	511	8.397989999999999e-147	455.559	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#113 - WP_073747580.1	specific	199215	808	899	6.305730000000001e-28	108.959	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#113 - WP_073747580.1	specific	199215	713	798	3.74366e-17	78.5281	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#114 - WP_217237114.1	superfamily	273974	944	1792	0.0	996.644	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#114 - WP_217237114.1	specific	200478	61	526	3.17874e-147	457.1	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#114 - WP_217237114.1	specific	461022	731	827	4.56836e-33	123.635	pfam03714	PUD	 - 	cl47835	Yes
Q#114 - WP_217237114.1	specific	461022	839	931	1.6446099999999998e-31	119.398	pfam03714	PUD	 - 	cl47835	Yes
Q#114 - WP_217237114.1	specific	426991	541	615	2.58662e-05	44.6378	pfam02806	Alpha-amylase_C	 - 	cl02706	Yes
Q#115 - WP_053190729.1	specific	200456	36	377	1.6074700000000002e-164	466.655	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#115 - WP_053190729.1	specific	214749	383	457	1.23994e-27	105.012	smart00632	Aamy_C	 - 	cl02706	Yes
Q#116 - WP_206306411.1	specific	200456	32	373	3.1713099999999998e-173	488.611	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
